rank_gain_desc,system_id,name,url,owner,account_type,leverage,platform,gain_pct,drawdown_pct,performance_img_id,raw_text
212,11913152,Profit Hunter (build 3296),https://www.myfxbook.com/members/QuantumEuro/profit-hunter-build-3296/11913152,QuantumEuro,Real (filter),,,30.2,36.3,11913152,Profit Hunter (build 3296) QuantumEuro +30.20% 36.30% +7.62% +30.35% Subscribe Copy Add to watch
213,11814738,Algotraders Flow Mini Portfolio,https://www.myfxbook.com/members/agusdk278/algotraders-flow-mini-portfolio/11814738,agusdk278,Real (filter),,,28.83,41.23,11814738,Algotraders Flow Mini Portfolio agusdk278 +28.83% 41.23% +3.44% -10.47% Subscribe Copy Add to watch
214,11778190,Guardian Albatross PU II,https://www.myfxbook.com/members/nyer15/guardian-albatross-pu-ii/11778190,nyer15,Real (filter),,,28.22,39.39,11778190,Guardian Albatross PU II nyer15 +28.22% 39.39% +2.10% -6.93% Subscribe Copy Add to watch
215,11613228,MegaYacht,https://www.myfxbook.com/members/nyer15/megayacht/11613228,nyer15,Real (filter),,,27.82,31.3,11613228,MegaYacht nyer15 +27.82% 31.30% +2.52% +15.32% Subscribe Copy Add to watch
216,11967393,RBB-F4Y,https://www.myfxbook.com/members/rebent/rbb-f4y/11967393,rebent,Real (filter),,,27.53,13.02,11967393,RBB-F4Y rebent +27.53% 13.02% +8.38% +27.52% Subscribe Copy Add to watch
217,11998770,AutoTrade,https://www.myfxbook.com/members/John8/autotrade/11998770,John8,Real (filter),,,27.1,6.87,11998770,AutoTrade John8 +27.10% 6.87% +6.10% +27.12% Subscribe Copy Add to watch
218,11898814,EA Gold Balanced Growth Live,https://www.myfxbook.com/members/nguyenbahieu2020/ea-gold-balanced-growth-live/11898814,nguyenbahieu2020,Real (filter),,,26.9,16.02,11898814,EA Gold Balanced Growth Live nguyenbahieu2020 +26.90% 16.02% +7.70% +26.86% Subscribe Copy Add to watch
219,11964677,EA05 EasyM,https://www.myfxbook.com/members/MooNhoom/ea05-easym/11964677,MooNhoom,Real (filter),,,25.23,36.74,11964677,EA05 EasyM MooNhoom +25.23% 36.74% +7.65% +25.21% Subscribe Copy Add to watch
220,11899598,Gold Miner Origin,https://www.myfxbook.com/members/qseeds/gold-miner-origin/11899598,qseeds,Real (filter),,,25.14,15.41,11899598,Gold Miner Origin qseeds +25.14% 15.41% +3.59% +10.91% Subscribe Copy Add to watch
221,11292098,NIKKEI (Sakura),https://www.myfxbook.com/members/zerocore/nikkei-sakura/11292098,zerocore,Real (filter),,,25.01,25.7,11292098,NIKKEI (Sakura) zerocore +25.01% 25.70% +1.32% -15.43% Subscribe Copy Add to watch
222,11691592,DARK,https://www.myfxbook.com/members/CopyTradeBG/dark/11691592,CopyTradeBG,Real (filter),,,24.68,5.41,11691592,DARK CopyTradeBG +24.68% 5.41% +2.69% +16.71% Subscribe Copy Add to watch
223,12006308,SidyLabs REAL MT4 BOT,https://www.myfxbook.com/members/SidyLabs/sidylabs-real-mt4-bot/12006308,SidyLabs,Real (filter),,,24.14,11.45,12006308,SidyLabs REAL MT4 BOT SidyLabs +24.14% 11.45% +7.48% +24.11% Subscribe Copy Add to watch
224,11277341,LC - Percept,https://www.myfxbook.com/members/LCroissant/lc-percept/11277341,LCroissant,Real (filter),,,23.81,18.6,11277341,LC - Percept LCroissant +23.81% 18.60% +1.19% +1.67% Subscribe Copy Add to watch
225,11528878,Cross Hedge EA 2,https://www.myfxbook.com/members/mani24rajpura/cross-hedge-ea-2/11528878,mani24rajpura,Real (filter),,,23.45,38.76,11528878,Cross Hedge EA 2 mani24rajpura +23.45% 38.76% +1.61% +8.86% Subscribe Copy Add to watch
226,11720291,Chronos Algo MT5,https://www.myfxbook.com/members/freedomismylife/chronos-algo-mt5/11720291,freedomismylife,Real (filter),,,23.43,31.08,11720291,Chronos Algo MT5 freedomismylife +23.43% 31.08% +2.42% +8.53% Subscribe Copy Add to watch
227,11832460,Aureon AI EA,https://www.myfxbook.com/members/Automated_Wealth/aureon-ai-ea/11832460,Automated_Wealth,Real (filter),,,21.93,34.03,11832460,Aureon AI EA Automated_Wealth +21.93% 34.03% +3.32% -32.29% Subscribe Copy Add to watch
228,11933779,Gold Whale Hunter,https://www.myfxbook.com/members/Richard313/gold-whale-hunter/11933779,Richard313,Real (filter),,,21.38,26.16,11933779,Gold Whale Hunter Richard313 +21.38% 26.16% +6.27% +21.36% Subscribe Copy Add to watch
229,11691730,OnePunchMan,https://www.myfxbook.com/members/CopyTradeBG/onepunchman/11691730,CopyTradeBG,Real (filter),,,21.02,13.7,11691730,OnePunchMan CopyTradeBG +21.02% 13.70% +2.38% +15.78% Subscribe Copy Add to watch
230,11657983,9Zero1 Exreign EA,https://www.myfxbook.com/members/GTigerInvest/9zero1-exreign-ea/11657983,GTigerInvest,Real (filter),,,21.01,10.95,11657983,9Zero1 Exreign EA GTigerInvest +21.01% 10.95% +1.54% +7.70% Subscribe Copy Add to watch
231,11840711,HOPE-ATM-145(REAL),https://www.myfxbook.com/members/star4hugh/hope-atm-145real/11840711,star4hugh,Real (filter),,,20.96,24.3,11840711,HOPE-ATM-145(REAL) star4hugh +20.96% 24.30% +4.18% +17.99% Subscribe Copy Add to watch
232,11832136,Quant Matrix - IC Markets,https://www.myfxbook.com/members/misterforex888/quant-matrix-ic-markets/11832136,misterforex888,Real (filter),,,20.27,6.6,11832136,Quant Matrix - IC Markets misterforex888 +20.27% 6.60% +0.65% +3.66% Subscribe Copy Add to watch
233,11900547,BDBBot,https://www.myfxbook.com/members/semichi/bdbbot/11900547,semichi,Real (filter),,,19.88,6.32,11900547,BDBBot semichi +19.88% 6.32% +5.84% +19.88% Subscribe Copy Add to watch
234,11826839,Dok,https://www.myfxbook.com/members/PremiumClubFX/dok/11826839,PremiumClubFX,Real (filter),,,19.63,7.8,11826839,Dok PremiumClubFX +19.63% 7.80% +3.73% +19.12% Subscribe Copy Add to watch
235,11995156,Fractals LiteFinance CENT,https://www.myfxbook.com/members/QuantalphaAlgo/fractals-litefinance-cent/11995156,QuantalphaAlgo,Real (filter),,,19.13,6.28,11995156,Fractals LiteFinance CENT QuantalphaAlgo +19.13% 6.28% +4.21% +18.99% Subscribe Copy Add to watch
236,11898372,EA Gold Stable Live - Low Drawdown,https://www.myfxbook.com/members/nguyenbahieu2020/ea-gold-stable-live-low/11898372,nguyenbahieu2020,Real (filter),,,18.26,10.65,11898372,EA Gold Stable Live - Low Drawdown nguyenbahieu2020 +18.26% 10.65% +5.25% +18.24% Subscribe Copy Add to watch
237,11691749,RoboTraderCZ,https://www.myfxbook.com/members/CopyTradeBG/robotradercz/11691749,CopyTradeBG,Real (filter),,,17.73,35.52,11691749,RoboTraderCZ CopyTradeBG +17.73% 35.52% +2.04% +6.63% Subscribe Copy Add to watch
238,11969679,Fortress,https://www.myfxbook.com/members/kittisak049/fortress/11969679,kittisak049,Real (filter),,,17.48,14.65,11969679,Fortress kittisak049 +17.48% 14.65% +4.96% +17.50% Subscribe Copy Add to watch
239,11850984,DoIt Alpha Pulse AI - Baseline,https://www.myfxbook.com/members/DoItTrading/doit-alpha-pulse-ai-baseline/11850984,DoItTrading,Real (filter),,,14.96,14.23,11850984,DoIt Alpha Pulse AI - Baseline DoItTrading +14.96% 14.23% +3.22% +17.19% Subscribe Copy Add to watch
240,11691664,Pobeda1945,https://www.myfxbook.com/members/CopyTradeBG/pobeda1945/11691664,CopyTradeBG,Real (filter),,,14.27,21.3,11691664,Pobeda1945 CopyTradeBG +14.27% 21.30% +1.65% +7.52% Subscribe Copy Add to watch
241,11665626,One Inversor,https://www.myfxbook.com/members/oneinversor/one-inversor/11665626,oneinversor,Real (filter),,,12.66,6.06,11665626,One Inversor oneinversor +12.66% 6.06% +1.16% +1.02% Subscribe Copy Add to watch
242,11779198,Satoshi Nakamoto,https://www.myfxbook.com/members/qseeds/satoshi-nakamoto/11779198,qseeds,Real (filter),,,12.31,7.73,11779198,Satoshi Nakamoto qseeds +12.31% 7.73% +1.55% +3.09% Subscribe Copy Add to watch
243,11926776,JW Algo Trader,https://www.myfxbook.com/members/NXTrader7/jw-algo-trader/11926776,NXTrader7,Real (filter),,,12.24,4.94,11926776,JW Algo Trader NXTrader7 +12.24% 4.94% +2.96% +12.23% Subscribe Copy Add to watch
244,11552400,IC Market Easy EA's,https://www.myfxbook.com/members/FXRaeline/ic-market-easy-eas/11552400,FXRaeline,Real (filter),,,12.07,11.03,11552400,IC Market Easy EA's FXRaeline +12.07% 11.03% +0.99% +3.45% Subscribe Copy Add to watch
245,11375306,Pique Castle Oil,https://www.myfxbook.com/members/KPNine/pique-castle-oil/11375306,KPNine,Real (filter),,,12.06,38.68,11375306,Pique Castle Oil KPNine +12.06% 38.68% +0.91% +7.17% Subscribe Copy Add to watch
246,11918050,VectorCapitalFXGoldTrend,https://www.myfxbook.com/members/VectorCapitalFX/vectorcapitalfxgoldtrend/11918050,VectorCapitalFX,Real (filter),,,11.68,11.78,11918050,VectorCapitalFXGoldTrend VectorCapitalFX +11.68% 11.78% +3.88% +11.68% Subscribe Copy Add to watch
247,11969677,Hunter,https://www.myfxbook.com/members/kittisak049/hunter/11969677,kittisak049,Real (filter),,,9.94,10.7,11969677,Hunter kittisak049 +9.94% 10.70% +2.68% +9.97% Subscribe Copy Add to watch
248,11175694,GOLD (Sunflower),https://www.myfxbook.com/members/zerocore/gold-sunflower/11175694,zerocore,Real (filter),,,9.89,34.82,11175694,GOLD (Sunflower) zerocore +9.89% 34.82% +0.51% -25.82% Subscribe Copy Add to watch
249,11635221,Smart Forex Ai B3,https://www.myfxbook.com/members/Chuksheroic/smart-forex-ai-b3/11635221,Chuksheroic,Real (filter),,,8.72,31.21,11635221,Smart Forex Ai B3 Chuksheroic +8.72% 31.21% +0.67% -11.00% Subscribe Copy Add to watch
250,11791760,AUD CAD Low Risk,https://www.myfxbook.com/members/nekkup/aud-cad-low-risk/11791760,nekkup,Real (filter),,,7.68,4.53,11791760,AUD CAD Low Risk nekkup +7.68% 4.53% +2.47% +0.00% Subscribe Copy Add to watch
251,11700646,Signalyx By JX Capital - Edge,https://www.myfxbook.com/members/SignalyX/signalyx-by-jx-capital-edge/11700646,SignalyX,Real (filter),,,7.16,28.27,11700646,Signalyx By JX Capital - Edge SignalyX +7.16% 28.27% +1.06% -3.10% Subscribe Copy Add to watch
252,11778188,Guardian Albatross PU III,https://www.myfxbook.com/members/nyer15/guardian-albatross-pu-iii/11778188,nyer15,Real (filter),,,5.54,28.52,11778188,Guardian Albatross PU III nyer15 +5.54% 28.52% +0.59% -6.92% Subscribe Copy Add to watch
253,11826861,Invest,https://www.myfxbook.com/members/PremiumClubFX/invest/11826861,PremiumClubFX,Real (filter),,,2.18,5.96,11826861,Invest PremiumClubFX +2.18% 5.96% +0.52% +1.26% Subscribe Copy Add to watch
254,11640101,HS_EA,https://www.myfxbook.com/members/nnphuoc1258/hs-ea/11640101,nnphuoc1258,Real (filter),,,2.05,18.96,11640101,HS_EA nnphuoc1258 +2.05% 18.96% +0.21% -8.13% Subscribe Copy Add to watch
255,11309604,ORO DAY BY NEBULINK (REAL) - Rentable V3.0,https://www.myfxbook.com/members/INFINITYSTART/oro-day-by-nebulink-real/11309604,INFINITYSTART,Real (filter),,,1.92,11.28,11309604,ORO DAY BY NEBULINK (REAL) - Rentable V3.0 INFINITYSTART +1.92% 11.28% +0.15% +0.00% Subscribe Copy Add to watch
